Train_No,Start_Time,End_Time,Journey_Duration_Hours
54086,10:25:00,13:35:00,3.17
54091,20:05:00,20:55:00,0.83
54092,07:00:00,07:50:00,0.83
54101,16:55:00,23:10:00,6.25
54102,02:55:00,09:00:00,6.08
54103,06:10:00,09:15:00,3.08
54104,18:30:00,21:40:00,3.17
54107,17:00:00,22:10:00,5.17
54108,05:35:00,10:10:00,4.58
54109,16:25:00,23:20:00,6.92
54110,03:20:00,10:25:00,7.08
54152,18:05:00,20:50:00,2.75
54153,02:50:00,08:40:00,5.83
54154,16:32:00,22:10:00,5.63
54155,12:40:00,17:05:00,4.42
54156,10:10:00,14:20:00,4.17
54158,20:55:00,00:35:00,3.67
54159,07:10:00,18:45:00,11.58
54161,04:05:00,10:40:00,6.58
54162,16:20:00,23:00:00,6.67
54201,13:30:00,14:35:00,1.08
54211,06:15:00,10:35:00,4.33
54212,14:20:00,19:00:00,4.67
54221,05:05:00,06:55:00,1.83
54222,07:25:00,09:40:00,2.25
54223,17:30:00,19:55:00,2.42
54224,20:40:00,22:40:00,2.0
54225,09:55:00,10:45:00,0.83
54226,08:35:00,09:25:00,0.83
54227,17:15:00,18:30:00,1.25
54228,15:45:00,16:35:00,0.83
54231,05:40:00,09:20:00,3.67
54232,04:40:00,08:55:00,4.25
54233,16:00:00,19:10:00,3.17
54234,17:05:00,21:25:00,4.33
54237,20:20:00,21:50:00,1.5
54238,04:45:00,06:15:00,1.5
54239,08:25:00,09:25:00,1.0
54240,09:55:00,10:50:00,0.92
54243,17:10:00,18:10:00,1.0
54244,18:45:00,19:50:00,1.08
54251,20:00:00,18:50:00,22.83
54252,08:15:00,04:05:00,19.83
54253,15:05:00,00:15:00,9.17
54254,04:50:00,12:10:00,7.33
54255,06:00:00,14:55:00,8.92
54256,11:10:00,21:20:00,10.17
54261,19:30:00,22:30:00,3.0
54262,03:15:00,05:15:00,2.0
54263,07:00:00,10:30:00,3.5
54264,06:35:00,10:15:00,3.67
54265,16:15:00,20:10:00,3.92
54266,18:30:00,22:45:00,4.25
54267,08:55:00,09:45:00,0.83
54268,07:40:00,08:30:00,0.83
54270,18:25:00,19:12:00,0.78
54271,12:00:00,19:10:00,7.17
54272,19:22:00,01:10:00,5.8
54273,03:10:00,06:35:00,3.42
54274,07:00:00,11:20:00,4.33
54281,05:30:00,09:35:00,4.08
54282,06:05:00,10:20:00,4.25
54283,19:30:00,00:40:00,5.17
54284,18:55:00,22:45:00,3.83
54291,17:15:00,20:55:00,3.67
54292,05:05:00,09:20:00,4.25
54293,06:35:00,12:10:00,5.58
54294,13:50:00,20:25:00,6.58
54303,15:20:00,23:50:00,8.5
54304,07:05:00,19:40:00,12.58
54307,17:00:00,23:10:00,6.17
54308,01:40:00,08:00:00,6.33
54309,05:20:00,08:10:00,2.83
54310,09:30:00,12:20:00,2.83
54311,12:20:00,15:50:00,3.5
54312,07:50:00,11:35:00,3.75
54313,18:55:00,20:50:00,1.92
54314,16:30:00,18:15:00,1.75
54321,07:40:00,12:33:00,4.88
54322,18:15:00,21:05:00,2.83
54323,15:40:00,18:05:00,2.42
54324,12:40:00,15:00:00,2.33
54325,11:00:00,20:05:00,9.08
54326,05:15:00,14:15:00,9.0
54327,17:40:00,20:30:00,2.83
54328,07:05:00,09:25:00,2.33
54329,17:50:00,21:15:00,3.42
54330,08:20:00,11:35:00,3.25
54331,17:05:00,19:30:00,2.42
54332,07:20:00,09:45:00,2.42
54333,03:45:00,16:15:00,12.5
54334,11:00:00,21:40:00,10.67
54335,07:00:00,10:50:00,3.83
54336,14:40:00,18:35:00,3.92
54341,14:10:00,20:35:00,6.42
54342,07:45:00,13:05:00,5.33
54351,11:30:00,17:40:00,6.17
54352,04:30:00,10:15:00,5.75
54353,17:45:00,23:35:00,5.83
54354,09:00:00,14:50:00,5.83
54355,06:05:00,08:20:00,2.25
54356,18:40:00,21:50:00,3.17
54371,04:00:00,10:45:00,6.75
54372,13:20:00,18:30:00,5.17
54373,07:45:00,12:40:00,4.92
54374,17:45:00,23:15:00,5.5
54375,06:50:00,10:55:00,4.08
54376,17:00:00,20:55:00,3.92
54377,00:55:00,15:25:00,14.5
54378,08:05:00,23:35:00,15.5
54381,07:55:00,11:40:00,3.75
54382,08:15:00,12:50:00,4.58
54383,14:45:00,18:45:00,4.0
54384,17:05:00,20:55:00,3.83
54385,08:55:00,09:45:00,0.83
54386,10:10:00,11:00:00,0.83
54387,11:25:00,12:15:00,0.83
54388,12:40:00,13:30:00,0.83
54389,17:15:00,18:05:00,0.83
54390,18:30:00,19:20:00,0.83
54391,04:55:00,09:30:00,4.58
54392,17:20:00,22:05:00,4.75
54393,10:00:00,12:10:00,2.17
54394,14:15:00,16:35:00,2.33
54395,19:10:00,01:25:00,6.25
54396,03:35:00,09:05:00,5.5
54397,16:05:00,18:45:00,2.67
54398,13:20:00,15:40:00,2.33
54401,06:00:00,09:35:00,3.58
54402,05:40:00,10:00:00,4.33
54403,12:55:00,16:05:00,3.17
54404,10:45:00,13:40:00,2.92
54405,17:40:00,21:10:00,3.5
54406,17:55:00,20:50:00,2.92
54411,14:55:00,20:40:00,5.75
54412,06:45:00,12:10:00,5.42
54413,03:15:00,05:45:00,2.5
54414,07:05:00,09:40:00,2.58
54416,13:10:00,15:40:00,2.5
54417,16:10:00,18:45:00,2.58
54420,19:25:00,22:20:00,2.92
54421,11:15:00,14:25:00,3.17
54423,17:00:00,20:35:00,3.58
54424,05:00:00,08:40:00,3.67
54461,14:50:00,06:30:00,15.67
54462,21:15:00,12:00:00,14.75
54463,04:20:00,14:00:00,9.67
54464,11:45:00,22:55:00,11.17
54465,15:45:00,19:55:00,4.17
54466,05:45:00,10:20:00,4.58
54467,05:40:00,08:00:00,2.33
54468,08:30:00,10:10:00,1.67
54469,10:50:00,12:40:00,1.83
54470,16:00:00,17:50:00,1.83
54471,17:35:00,04:40:00,11.08
54472,05:55:00,17:50:00,11.92
54473,18:15:00,00:10:00,5.92
54474,03:55:00,09:00:00,5.08
54475,09:50:00,21:50:00,12.0
54476,04:20:00,16:10:00,11.83
54481,04:10:00,05:15:00,1.08
54482,07:00:00,08:00:00,1.0
54483,10:15:00,11:15:00,1.0
54484,14:35:00,15:45:00,1.17
54485,16:50:00,18:00:00,1.17
54486,18:30:00,19:25:00,0.92
54531,18:30:00,20:20:00,1.83
54532,13:05:00,14:45:00,1.67
54539,03:00:00,14:15:00,11.25
54540,14:35:00,01:00:00,10.42
54541,05:15:00,11:10:00,5.92
54542,16:25:00,23:30:00,7.08
54551,11:00:00,16:05:00,5.08
54552,07:30:00,12:45:00,5.25
54553,15:55:00,18:25:00,2.5
54555,06:15:00,08:35:00,2.33
54556,17:50:00,23:10:00,5.33
54557,07:40:00,09:00:00,1.33
54558,17:15:00,18:35:00,1.33
54559,09:25:00,12:25:00,3.0
54560,12:45:00,15:50:00,3.08
54561,06:50:00,08:55:00,2.08
54562,06:35:00,09:00:00,2.42
54563,14:10:00,16:20:00,2.17
54564,17:40:00,20:00:00,2.33
54571,17:20:00,20:45:00,3.42
54572,11:00:00,14:50:00,3.83
54575,19:10:00,21:35:00,2.42
54576,05:50:00,08:20:00,2.5
54581,18:00:00,19:10:00,1.17
54582,09:15:00,10:30:00,1.25
54601,00:40:00,10:00:00,9.33
54602,16:30:00,05:00:00,12.5
54603,04:30:00,10:15:00,5.75
54604,14:35:00,20:10:00,5.58
54605,06:30:00,14:15:00,7.75
54606,17:15:00,23:00:00,5.75
54611,04:40:00,07:35:00,2.92
54612,05:15:00,08:10:00,2.92
54613,06:45:00,09:45:00,3.0
54614,08:00:00,11:00:00,3.0
54615,17:35:00,20:55:00,3.33
54616,17:15:00,20:20:00,3.08
54621,17:30:00,20:30:00,3.0
54622,08:25:00,11:45:00,3.33
54625,05:00:00,08:15:00,3.25
54626,17:10:00,20:30:00,3.33
54631,16:05:00,21:35:00,5.5
54632,05:00:00,11:15:00,6.25
54633,11:40:00,18:45:00,7.08
54634,05:30:00,13:45:00,8.25
54635,16:00:00,22:05:00,6.08
54636,09:35:00,15:10:00,5.58
54637,12:00:00,13:30:00,1.5
54638,10:25:00,11:35:00,1.17
54641,07:10:00,19:35:00,12.42
54642,11:30:00,22:50:00,11.33
54643,14:50:00,18:20:00,3.5
54644,06:25:00,09:50:00,3.42
54645,20:25:00,23:15:00,2.83
54646,05:10:00,08:35:00,3.42
54651,10:55:00,12:15:00,1.33
54654,18:25:00,19:55:00,1.5
54701,10:45:00,18:15:00,7.5
54702,08:30:00,18:40:00,10.17
54703,19:10:00,13:30:00,18.33
54704,14:35:00,05:25:00,14.83
54751,13:25:00,01:00:00,11.58
54752,01:25:00,12:10:00,10.75
54753,10:40:00,13:50:00,3.17
54754,06:15:00,09:20:00,3.08
54755,07:15:00,10:20:00,3.08
54756,16:10:00,19:20:00,3.17
54757,06:25:00,15:55:00,9.5
54758,10:55:00,19:35:00,8.67
54759,09:00:00,12:00:00,3.0
54760,12:30:00,15:25:00,2.92
54761,16:30:00,19:30:00,3.0
54762,07:45:00,10:45:00,3.0
54763,11:25:00,17:35:00,6.17
54764,05:00:00,10:45:00,5.75
54765,03:45:00,06:00:00,2.25
54766,19:40:00,22:20:00,2.67
54781,17:30:00,01:50:00,8.33
54782,09:10:00,16:50:00,7.67
54783,08:35:00,20:50:00,12.25
54784,04:40:00,16:05:00,11.42
54785,05:35:00,08:10:00,2.58
54786,17:20:00,19:45:00,2.42
54787,06:40:00,08:40:00,2.0
54788,21:45:00,23:35:00,1.83
54789,04:45:00,13:25:00,8.67
54790,14:10:00,22:55:00,8.75
54791,13:30:00,21:00:00,7.5
54792,04:35:00,12:40:00,8.08
54793,05:05:00,11:10:00,6.08
54794,14:00:00,19:45:00,5.75
54803,08:45:00,21:35:00,12.83
54804,06:15:00,20:25:00,14.17
54805,23:30:00,22:50:00,23.33
54806,05:35:00,03:45:00,22.17
54809,12:55:00,01:50:00,12.92
54810,01:10:00,14:45:00,13.58
54813,09:00:00,13:50:00,4.83
54819,15:00:00,22:00:00,7.0
54820,07:00:00,14:30:00,7.5
54822,09:15:00,10:15:00,1.0
54825,18:00:00,21:15:00,3.25
54826,05:00:00,08:45:00,3.75
54833,18:25:00,04:05:00,9.67
54834,23:35:00,09:15:00,9.67
54835,06:30:00,10:10:00,3.67
54836,17:45:00,21:30:00,3.75
54881,07:30:00,09:40:00,2.17
54882,10:30:00,12:45:00,2.25
55001,07:40:00,13:15:00,5.58
55002,13:45:00,18:55:00,5.17
55007,17:45:00,04:30:00,10.75
55008,01:20:00,10:47:00,9.45
55009,17:45:00,20:35:00,2.83
55010,06:10:00,09:55:00,3.75
55011,05:30:00,09:15:00,3.75
55012,18:30:00,22:20:00,3.83
55013,13:25:00,21:35:00,8.17
55014,04:50:00,13:00:00,8.17
55017,17:25:00,21:40:00,4.25
55018,04:59:00,09:40:00,4.68
55019,11:20:00,17:05:00,5.75
55020,08:30:00,14:20:00,5.83
55021,16:00:00,23:20:00,7.33
55022,04:00:00,12:00:00,8.0
55025,05:20:00,10:00:00,4.67
55026,04:15:00,09:25:00,5.17
55027,18:15:00,23:45:00,5.5
55028,17:20:00,21:20:00,4.0
55029,19:15:00,00:05:00,4.83
55030,18:05:00,23:35:00,5.5
55031,07:45:00,21:20:00,13.58
55032,17:25:00,05:15:00,11.83
55033,11:20:00,15:10:00,3.83
55034,06:15:00,11:25:00,5.17
55035,04:50:00,09:05:00,4.25
55036,18:10:00,22:30:00,4.33
55037,19:00:00,21:55:00,2.92
55038,15:35:00,17:55:00,2.33
55041,01:50:00,06:05:00,4.25
55042,02:40:00,08:15:00,5.58
55043,18:20:00,21:35:00,3.25
55044,06:15:00,09:35:00,3.33
55045,09:15:00,13:10:00,3.92
55046,14:45:00,18:00:00,3.25
55049,22:45:00,09:20:00,10.58
55050,05:15:00,18:00:00,12.75
55051,15:15:00,18:25:00,3.17
55052,19:55:00,23:00:00,3.08
55055,12:15:00,14:30:00,2.25
55056,09:45:00,10:45:00,1.0
55071,15:30:00,20:30:00,5.0
55072,07:10:00,12:05:00,4.92
55073,04:30:00,09:30:00,5.0
55074,23:00:00,03:30:00,4.5
55075,03:30:00,10:00:00,6.5
55076,19:15:00,01:20:00,6.08
55077,10:35:00,14:30:00,3.92
55078,15:20:00,18:50:00,3.5
55079,08:45:00,15:00:00,6.25
55080,12:30:00,17:15:00,4.75
55081,23:00:00,05:10:00,6.17
55082,17:25:00,22:15:00,4.83
55101,05:10:00,06:20:00,1.17
55102,10:50:00,12:25:00,1.58
55103,15:30:00,16:50:00,1.33
55104,20:00:00,21:15:00,1.25
55105,09:00:00,09:55:00,0.92
55106,06:50:00,07:45:00,0.92
55107,06:25:00,07:15:00,0.83
55108,08:00:00,08:50:00,0.83
55109,09:30:00,10:30:00,1.0
55110,13:30:00,14:25:00,0.92
55111,15:40:00,16:30:00,0.83
55112,17:20:00,18:10:00,0.83
55113,18:55:00,19:50:00,0.92
55114,20:35:00,21:30:00,0.92
55115,07:40:00,11:50:00,4.17
55116,17:30:00,20:45:00,3.25
55119,15:10:00,23:30:00,8.33
55120,11:25:00,21:25:00,10.0
55122,06:30:00,12:00:00,5.5
55123,14:05:00,19:30:00,5.42
55125,06:05:00,10:05:00,4.0
55126,06:35:00,10:40:00,4.08
55127,12:10:00,16:15:00,4.08
55128,12:20:00,16:20:00,4.0
55129,17:50:00,21:10:00,3.33
55130,18:00:00,22:10:00,4.17
55131,07:30:00,15:30:00,8.0
55132,12:45:00,20:10:00,7.42
55133,05:45:00,09:25:00,3.67
55134,16:10:00,20:45:00,4.58
55135,05:00:00,09:55:00,4.92
55136,18:10:00,22:50:00,4.67
55137,05:25:00,11:15:00,5.83
55138,06:10:00,10:55:00,4.75
55139,17:10:00,22:15:00,5.08
55140,15:20:00,22:30:00,7.17
55141,08:00:00,11:10:00,3.17
55142,11:45:00,14:30:00,2.75
55143,07:30:00,09:15:00,1.75
55144,18:30:00,20:00:00,1.5
55145,18:40:00,19:30:00,0.83
55146,17:20:00,18:15:00,0.92
55149,23:20:00,06:25:00,7.08
55150,23:55:00,07:25:00,7.5
55159,15:25:00,17:10:00,1.75
55160,09:45:00,11:15:00,1.5
55163,23:45:00,05:40:00,5.92
55164,22:50:00,04:45:00,5.92
55165,05:45:00,06:55:00,1.17
55166,20:20:00,22:00:00,1.67
55167,09:40:00,10:05:00,0.42
55168,10:40:00,11:05:00,0.42
55169,16:55:00,17:25:00,0.5
55170,18:15:00,18:35:00,0.33
55171,07:35:00,08:00:00,0.42
55172,08:30:00,08:55:00,0.42
55173,11:25:00,11:50:00,0.42
55174,12:20:00,12:45:00,0.42
55175,13:15:00,13:40:00,0.42
55176,14:10:00,14:35:00,0.42
55177,15:05:00,15:30:00,0.42
55178,16:00:00,16:25:00,0.42
55179,18:45:00,19:05:00,0.33
55180,19:30:00,19:55:00,0.42
55181,09:15:00,12:50:00,3.58
55182,05:00:00,08:35:00,3.58
55183,18:30:00,22:10:00,3.67
55184,14:10:00,17:50:00,3.67
55207,02:10:00,06:27:00,4.28
55208,20:00:00,01:05:00,5.08
55209,15:30:00,21:30:00,6.0
55211,08:35:00,13:15:00,4.67
55212,14:15:00,19:00:00,4.75
55213,12:50:00,19:00:00,6.17
55214,22:45:00,04:00:00,5.25
55215,07:55:00,10:30:00,2.58
55216,18:20:00,21:30:00,3.17
55217,15:00:00,17:40:00,2.67
55218,11:15:00,14:25:00,3.17
55220,08:25:00,14:30:00,6.08
55221,17:35:00,22:15:00,4.67
55222,03:25:00,09:10:00,5.75
55223,12:15:00,21:57:00,9.7
55224,03:15:00,13:42:00,10.45
55225,18:30:00,22:45:00,4.25
55226,05:55:00,10:45:00,4.83
55227,06:32:00,07:50:00,1.3
55228,21:35:00,23:15:00,1.67
55229,06:15:00,10:10:00,3.92
55230,17:05:00,21:35:00,4.5
55231,11:30:00,13:00:00,1.5
55232,15:50:00,16:50:00,1.0
55237,06:50:00,08:40:00,1.83
55238,20:30:00,22:00:00,1.5
55239,14:15:00,16:25:00,2.17
55240,17:55:00,19:55:00,2.0
55301,14:15:00,18:20:00,4.08
55302,07:20:00,12:35:00,5.25
55303,06:30:00,12:05:00,5.58
55304,16:35:00,22:15:00,5.67
55305,04:30:00,06:30:00,2.0
55306,07:20:00,09:50:00,2.5
55307,10:25:00,12:40:00,2.25
55308,11:15:00,13:35:00,2.33
55309,17:30:00,20:00:00,2.5
55310,13:55:00,16:05:00,2.17
55311,13:40:00,15:15:00,1.58
55312,17:50:00,19:30:00,1.67
55313,15:35:00,16:10:00,0.58
55314,17:00:00,17:35:00,0.58
55315,08:45:00,10:05:00,1.33
55316,05:45:00,07:05:00,1.33
55317,14:00:00,15:20:00,1.33
55318,12:05:00,13:20:00,1.25
55319,20:45:00,22:00:00,1.25
55320,18:20:00,19:50:00,1.5
55321,07:20:00,09:35:00,2.25
55322,20:55:00,23:20:00,2.42
55323,20:45:00,23:00:00,2.25
55324,03:45:00,05:45:00,2.0
55325,04:30:00,14:45:00,10.25
55326,15:05:00,01:00:00,9.92
55327,19:00:00,22:55:00,3.92
55328,05:25:00,09:30:00,4.08
55329,16:00:00,23:35:00,7.58
55330,05:00:00,10:50:00,5.83
55331,05:00:00,07:35:00,2.58
55332,17:35:00,20:25:00,2.83
55333,07:45:00,12:30:00,4.75
55334,15:35:00,20:40:00,5.08
55335,06:20:00,08:35:00,2.25
55336,20:30:00,22:45:00,2.25
55337,05:10:00,09:10:00,4.0
55338,10:40:00,14:40:00,4.0
55339,12:10:00,14:45:00,2.58
55340,21:05:00,23:30:00,2.42
55341,17:35:00,23:00:00,5.42
55342,05:35:00,11:10:00,5.58
55343,06:00:00,09:30:00,3.5
55344,07:30:00,11:00:00,3.5
55345,09:35:00,13:05:00,3.5
55346,10:00:00,13:40:00,3.67
55347,10:30:00,13:00:00,2.5
55348,07:30:00,09:45:00,2.25
55349,17:25:00,19:55:00,2.5
55350,13:50:00,16:15:00,2.42
55351,14:05:00,16:30:00,2.42
55352,10:15:00,12:45:00,2.5
55353,21:15:00,23:30:00,2.25
55354,06:00:00,08:30:00,2.5
55355,12:55:00,16:30:00,3.58
55356,13:30:00,16:50:00,3.33
55357,17:10:00,20:30:00,3.33
55358,17:10:00,20:55:00,3.75
55359,21:45:00,00:30:00,2.75
55360,20:45:00,23:45:00,3.0
55361,07:10:00,09:10:00,2.0
55362,07:20:00,09:15:00,1.92
55363,11:05:00,13:05:00,2.0
55364,10:00:00,11:55:00,1.92
55365,14:45:00,16:45:00,2.0
55366,13:45:00,15:40:00,1.92
55367,18:00:00,20:00:00,2.0
55368,18:15:00,20:15:00,2.0
55369,21:30:00,23:10:00,1.67
55370,21:35:00,23:25:00,1.83
55371,07:15:00,08:00:00,0.75
55372,08:30:00,09:15:00,0.75
55373,10:30:00,11:15:00,0.75
55374,12:40:00,13:25:00,0.75
55375,17:15:00,18:00:00,0.75
55376,18:45:00,19:30:00,0.75
55421,07:15:00,10:10:00,2.92
55422,17:15:00,20:20:00,3.08
55465,06:15:00,08:50:00,2.58
55466,16:00:00,18:45:00,2.75
55467,07:15:00,15:30:00,8.25
55468,09:20:00,18:10:00,8.83
55513,18:15:00,22:15:00,4.0
55514,07:35:00,11:35:00,4.0
55517,17:30:00,21:00:00,3.5
55518,12:55:00,15:55:00,3.0
55519,06:05:00,10:00:00,3.92
55520,17:15:00,21:00:00,3.75
55525,07:55:00,09:35:00,1.67
55526,18:35:00,20:35:00,2.0
55527,03:15:00,14:15:00,11.0
55528,15:30:00,01:50:00,10.33
55533,07:30:00,12:15:00,4.75
55534,22:00:00,02:45:00,4.75
55537,08:30:00,16:00:00,7.5
55538,12:45:00,20:15:00,7.5
55539,04:00:00,15:25:00,11.42
55540,14:10:00,00:05:00,9.92
55541,15:35:00,22:00:00,6.42
55542,06:15:00,13:53:00,7.63
55549,22:30:00,03:30:00,5.0
55550,04:15:00,07:20:00,3.08
55553,21:55:00,03:15:00,5.33
55554,13:35:00,18:00:00,4.42
55555,05:30:00,09:35:00,4.08
55556,15:30:00,21:15:00,5.75
55559,13:45:00,19:15:00,5.5
55560,08:30:00,13:10:00,4.67
55563,06:00:00,09:45:00,3.75
55564,01:15:00,04:45:00,3.5
55565,18:15:00,23:00:00,4.75
55566,04:30:00,09:35:00,5.08
55567,10:25:00,16:00:00,5.58
55568,18:15:00,23:45:00,5.5
55569,11:05:00,11:50:00,0.75
55570,10:00:00,10:40:00,0.67
55571,10:15:00,14:10:00,3.92
55572,05:45:00,09:30:00,3.75
55575,08:15:00,10:45:00,2.5
55576,18:45:00,21:45:00,3.0
55577,16:00:00,18:20:00,2.33
55578,12:00:00,14:45:00,2.75
55583,19:15:00,22:35:00,3.33
55584,14:45:00,18:00:00,3.25
55601,06:20:00,12:15:00,5.92
55602,14:25:00,21:10:00,6.75
55603,18:10:00,23:10:00,5.0
55604,04:35:00,09:35:00,5.0
55615,23:55:00,14:00:00,14.08
55616,07:00:00,20:15:00,13.25
55661,18:45:00,21:35:00,2.83
55662,06:00:00,08:25:00,2.42
55663,10:45:00,20:00:00,9.25
55664,08:30:00,17:00:00,8.5
55665,11:00:00,13:30:00,2.5
55666,13:55:00,16:15:00,2.33
55667,16:45:00,20:50:00,4.08
55668,05:30:00,09:20:00,3.83
55675,17:45:00,21:45:00,4.0
55676,05:45:00,09:45:00,4.0
55677,17:30:00,22:45:00,5.25
55678,05:30:00,10:20:00,4.83
55679,06:15:00,10:00:00,3.75
55680,15:45:00,20:00:00,4.25
55681,08:45:00,10:00:00,1.25
55682,06:30:00,07:40:00,1.17
55683,20:00:00,21:15:00,1.25
55684,17:45:00,18:50:00,1.08
55685,09:00:00,11:55:00,2.92
55686,15:25:00,18:05:00,2.67
55687,17:25:00,22:05:00,4.67
55688,05:00:00,08:45:00,3.75
55689,09:10:00,12:55:00,3.75
55690,13:45:00,16:45:00,3.0
55701,07:00:00,10:45:00,3.75
55702,14:30:00,17:30:00,3.0
55703,14:00:00,17:14:00,3.23
55704,08:15:00,11:35:00,3.33
55707,05:00:00,08:45:00,3.75
55708,18:35:00,22:20:00,3.75
55709,08:30:00,09:40:00,1.17
55710,06:15:00,07:20:00,1.08
55711,15:30:00,23:00:00,7.5
55712,06:00:00,14:00:00,8.0
55713,07:20:00,22:20:00,15.0
55714,03:35:00,16:00:00,12.42
55719,11:00:00,13:10:00,2.17
55720,13:50:00,16:00:00,2.17
55721,06:00:00,10:30:00,4.5
55722,16:45:00,21:15:00,4.5
55725,17:40:00,23:15:00,5.58
55726,05:00:00,10:05:00,5.08
55727,06:15:00,09:15:00,3.0
55728,10:15:00,13:10:00,2.92
55729,14:00:00,17:00:00,3.0
55730,18:30:00,21:50:00,3.33
55733,03:00:00,05:50:00,2.83
55734,06:30:00,09:35:00,3.08
55735,07:00:00,09:55:00,2.92
55736,10:35:00,13:35:00,3.0
55740,15:20:00,18:20:00,3.0
55741,14:30:00,17:15:00,2.75
55742,18:00:00,21:00:00,3.0
55743,17:45:00,20:45:00,3.0
55744,04:30:00,07:25:00,2.92
55749,09:00:00,10:45:00,1.75
55750,11:55:00,13:45:00,1.83
55751,14:45:00,16:25:00,1.67
55752,17:10:00,18:45:00,1.58
55753,02:45:00,11:25:00,8.67
55754,14:20:00,22:10:00,7.83
55755,09:00:00,12:05:00,3.08
55756,03:00:00,06:05:00,3.08
55763,20:30:00,23:30:00,3.0
55764,12:45:00,15:45:00,3.0
55769,16:45:00,20:30:00,3.75
55770,06:05:00,09:25:00,3.33
55771,10:30:00,12:15:00,1.75
55772,14:15:00,16:00:00,1.75
55801,04:50:00,09:15:00,4.42
55802,17:30:00,22:00:00,4.5
55803,17:05:00,21:40:00,4.58
55804,07:20:00,12:00:00,4.67
55809,16:40:00,21:20:00,4.67
55810,05:00:00,10:05:00,5.08
55811,07:00:00,15:10:00,8.17
55812,22:00:00,06:20:00,8.33
55813,04:05:00,13:45:00,9.67
55814,14:45:00,00:25:00,9.67
55817,14:30:00,20:15:00,5.75
55818,08:30:00,13:25:00,4.92
55819,07:00:00,11:40:00,4.67
55820,16:20:00,20:10:00,3.83
55823,06:00:00,06:40:00,0.67
55824,22:00:00,22:40:00,0.67
55861,12:30:00,16:40:00,4.17
55862,07:15:00,11:45:00,4.5
55893,18:20:00,21:25:00,3.08
55894,05:00:00,07:45:00,2.75
55895,08:15:00,20:20:00,12.08
55896,06:00:00,17:45:00,11.75
55901,06:30:00,20:00:00,13.5
55902,07:50:00,21:30:00,13.67
55903,14:40:00,20:40:00,6.0
55904,06:30:00,12:30:00,6.0
55909,06:35:00,09:15:00,2.67
55910,16:30:00,19:10:00,2.67
55913,05:30:00,11:55:00,6.42
55914,14:40:00,20:45:00,6.08
56001,13:10:00,14:40:00,1.5
56002,22:15:00,23:50:00,1.58
56003,05:50:00,07:15:00,1.42
56004,20:25:00,22:00:00,1.58
56005,17:30:00,19:10:00,1.67
56006,08:20:00,09:55:00,1.58
56007,21:00:00,22:45:00,1.75
56008,04:35:00,06:25:00,1.83
56009,07:10:00,09:05:00,1.92
56010,16:35:00,18:45:00,2.17
56011,07:05:00,12:40:00,5.58
56012,14:45:00,20:55:00,6.17
56013,13:05:00,15:25:00,2.33
56014,09:40:00,11:55:00,2.25
56033,16:40:00,18:55:00,2.25
56034,08:30:00,11:00:00,2.5
56035,09:15:00,11:00:00,1.75
56036,16:00:00,17:40:00,1.67
56037,06:35:00,10:55:00,4.33
56038,15:35:00,20:10:00,4.58
56041,04:25:00,14:10:00,9.75
56042,13:20:00,22:45:00,9.42
56043,17:10:00,17:40:00,0.5
56044,18:55:00,19:30:00,0.58
56100,05:00:00,08:25:00,3.42
56101,19:00:00,22:05:00,3.08
56102,17:30:00,18:35:00,1.08
56103,08:50:00,09:55:00,1.08
56105,06:05:00,08:15:00,2.17
56106,08:35:00,10:45:00,2.17
56107,17:30:00,19:30:00,2.0
56108,19:50:00,21:50:00,2.0
56109,16:10:00,20:00:00,3.83
56110,07:50:00,11:50:00,4.0
56111,15:10:00,19:45:00,4.58
56112,06:25:00,12:25:00,6.0
56113,06:15:00,09:40:00,3.42
56114,18:05:00,21:20:00,3.25
56115,07:15:00,09:15:00,2.0
56116,18:15:00,20:30:00,2.25
56136,07:10:00,12:00:00,4.83
56137,14:00:00,17:35:00,3.58
56138,16:00:00,17:15:00,1.25
56139,09:15:00,10:25:00,1.17
56140,17:30:00,18:40:00,1.17
56141,07:45:00,09:05:00,1.33
56142,12:15:00,13:20:00,1.08
56143,12:35:00,13:50:00,1.25
56144,17:55:00,18:45:00,0.83
56145,08:15:00,09:05:00,0.83
56146,09:30:00,10:20:00,0.83
56147,10:40:00,11:30:00,0.83
56148,11:50:00,12:40:00,0.83
56149,13:00:00,13:55:00,0.92
56150,15:15:00,16:05:00,0.83
56151,16:30:00,17:20:00,0.83
56201,20:50:00,22:30:00,1.67
56202,05:00:00,06:40:00,1.67
56203,10:40:00,12:25:00,1.75
56204,07:20:00,09:10:00,1.83
56205,10:15:00,11:10:00,0.92
56206,09:00:00,09:50:00,0.83
56207,16:55:00,18:35:00,1.67
56208,14:50:00,16:40:00,1.83
56209,18:00:00,19:50:00,1.83
56210,12:30:00,14:15:00,1.75
56215,12:45:00,20:00:00,7.25
56216,08:30:00,15:45:00,7.25
56217,10:00:00,12:30:00,2.5
56218,13:40:00,16:30:00,2.83
56221,09:20:00,11:05:00,1.75
56222,11:35:00,13:20:00,1.75
56223,18:20:00,22:50:00,4.5
56224,05:00:00,09:10:00,4.17
56225,13:50:00,15:55:00,2.08
56226,16:25:00,18:15:00,1.83
56227,16:30:00,23:35:00,7.08
56228,04:00:00,11:20:00,7.33
56231,05:50:00,09:15:00,3.42
56232,09:20:00,12:35:00,3.25
56237,14:45:00,18:05:00,3.33
